title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Senior Machine Learning DSP Engineer,CyberCoders,4.2,"Eden Prairie, MN",-1,-1,"Senior Machine Learning DSP Engineer 
Located on the outskirts of the Minneapolis-Saint Paul region, we are a global leader in the hearing technology space. Our diverse team of expert engineers are developing and integrating new products into our line. We are actively interviewing Senior Machine Learning Engineers who have experience developing signal processing algorithms to lead, develop and support these new initiatives.
Top Reasons to Work with Us
- Take part in upfront relocation paid in full to the greater Twin Cities area - great schools, affordable cost of living, great place to raise a family! - Work in a ""startup feel"" environment with an extremely bright and talented team of top graduates from schools around the world- Participate in real RD and take advantage of growth potential + high visibility in our labs- Feel confident diving into a long-term career with job stability (our average employee stays for nearly 10 years and we've been growing in market share + size for over 5 years)- Work on life-changing products, present findings + publications to peers- Competitive Comp DOE ($110-160k base + annual bonus)- Full benefits (medical, dental, vision, 401K, etc)
What You Will Be Doing
 Designing and developing Machine Learning / DSP technologies for hearing aids Research and Development of Machine Learning techniques as it would be applied to health + wellness applications Working often with things outside of standard machine learning but applying those concepts to: auditory perception, audio rendering, synthesis, etc Developing products, patents and solutions that could improve the lives of users of our products
What You Need for this Position
REQUIRED:MS or PhD in Computer Science, Electrical Engineering or related4+ years of Machine Learning and Signal Processing algorithm developmentMATLAB and Python proficiency C#, C++, or Java proficiency Knowledge and understanding of:ML modelsData analysisSupervised + unsupervised learningLow-level Deep Neural NetworksPattern recognitionarchitecture of programming devices (DSPs, microcontrollers)PREFERRED:TensorFlow and Caffe frameworksBig Data technologies such as Hadoop, Presto, BigQuery, etcAudio Signal Processing Embedded firmware development processes


..So, if you are a Senior Machine Learning Engineer with signal processing experience, please apply today!
 - Applicants must be authorized to work in the U.S.
CyberCoders, Inc is proud to be an Equal Opportunity Employer

 All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 
Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","/Overview/Working-at-CyberCoders-EI_IE245479.11,22.htm"
Machine Learning Dev Lead at Vertica,Micro Focus,3.2,"Cambridge, MA",$94K-$162K ,"$129,662","Machine Learning Dev Lead at VerticaJob Description:
Job Title:

Machine Learning Dev Lead at Vertica

About your role

You will lead, mentor and develop a highly talented and growing team at Vertica. You will help design, implement and optimize innovative machine learning algorithms and features to uncover hidden patterns, correlations, and other valuable insights from massive amounts of data. To do this you'll need to enable ML algorithms including but not limited to XGBoost, KNN and ARIMA to crunch petabytes of data, taking advantage of the Vertica MPP architecture. You'll work on low-level systems code to make ML algorithms run orders of magnitude faster. And you'll enhance the Vertica Software Development Kit (SDK) and core infrastructure to integrate Vertica with ML frameworks.

It is an exciting time to join the team, as Vertica paves the way for scalable in-database machine learning on petabytes of data.

Required skills

5+ years of combined experience in software development and management of development team.Experience with Machine Learning tools/libraries like Apache Spark, H20, TensorFlow, PyTorch, or others.Customer focus with knowledge of major machine learning use cases in the industry.Ability to work in a cross-functional team with PM, QA, Documentation, and others.Willingness and ability to hire and mentor team members and interns.C/C++ or JavaEssential algorithms and data structures.Experience with large scale distributed systems.Excellent communication and strong analytical thinking skills.

Desired/Preferred skills

MS or PhD in Machine Learning or Computer Science.Proficiency in Python and SQL.Advanced knowledge of algorithms and data structures.Knowledge/experience of putting machine learning models into production over distributed architecture with one or more of the following: classification, regression, recommendation systems, time-series, or ranking systems.Experience in development of enterprise-grade ML platforms.Database fundamentals

About our team

The best ideas often come from fresh perspectives. At Vertica, our open-minded, diverse and inclusive team is always learning from each other. We approach intellectually challenging work with a ""get it done"" attitude. Vertica Engineers are given significant latitude and support to pursue what they are passionate about to make Vertica an even better place. If you are excited about building great technology with a proactive team, you will find yourself in good company at Vertica.

About our product

Vertica provides a state-of-the-art Big Data Analytics platform that handles petabytes of data. It is a commercially successful, high performance, distributed database. Every industry is finding ways to benefit from data analytics. We continue to engineer our product to be flexible so that it supports all of them. Vertica is a recognized leader in analytics powering some of the worlds most data driven organizations like Uber, Wayfair, Intuit, Cerner, and more. Our columnar, MPP, distributed database delivers unprecedented speed, petabyte scale, with analytics and machine learning functions built into the core.

We believe the future belongs to the fast. Join us for the ride!

#LI-GC2
Job:EngineeringMicro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status","/Overview/Working-at-Micro-Focus-EI_IE15057.11,22.htm"
Principal Software Engineer for Machine Learning,DECISIVE ANALYTICS Corporation,4.7,"Arlington, VA",$121K-$163K ,"$145,987","DECISIVE ANALYTICS Corporation is looking for a Principal Software Engineer for Machine Learning to join our team in Arlington, VA. DECISIVE ANALYTICS Corporation (DAC) is a company that is consistently rated as one of the best places to work in the DC metro area by Washingtonian Magazine and the Washington Business Journal. DAC employees enjoy generous benefits, flexible work schedules, company sponsored events, and a collegial, entrepeneurial culture.  DAC’s Machine Learning competency develops a wide range of machine learning capabilities addressing our customer’s challenges, such as: automated imagery and video analytics, wargaming artificial intelligence, and natural language processing. We are seeking a principal software engineer to lead and build production ready data processing and machine learning pipelines. Successful candidates will have a proven track record in all stages of the product development life cycle, from requirements definition through system design, development and deployment. Candidates should have strong software architecture and development skills, with significant experience in machine learning to join our team. In this role you will lead the development of state of the art machine learning systems and help lead the transition of these technologies to our government customers.Lead large-scale technical programs from concept generation, to prototyping, testing, and finally deployment.Using your creative and technical skills, lead design and development of software systems incorporating cutting edge machine learning algorithms in Python, Java, or other languages as appropriate.Engage in full stack development of web applications including front end code running in browsers and thick clients as well as back end application framework API’s and database technologies.Collaborate with co-workers, leadership, and clients to understand client problems, identify solutions, and demonstrate their software solutions.Mentor co-workers on the execution of standard software development activities including design, development, implementation, test, documentation, and support using standard established software engineering principles.Ensure efficient delivery of capabilities using industry standard agile processes. Deliver software using continuous integration/continuous deployment tools and technologies such as Git, Jenkins, Maven, and Docker. Design, develop and deploy modular, reusable and scalable applications.Bachelor’s degree or higher in Computer Science, Engineering, Mathematics, or a related discipline from an accredited university.10 or more years of experience in full stack software developmentAt least 5years of software engineering leadership experienceExcellent verbal and written communication skillsStrong team player who can effectively contribute to project developmentExperience developing machine learning algorithms in Python or Java.Must be a US CitizenSecurity clearance: Must be eligible to obtain a DoD security clearance Desired Qualifications:Master’s degree or higher in Computer Science, Engineering, Mathematics, or a related discipline from an accredited university.Experience with DoD or Intelligence Community (IC) programsAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status or disability. VEVRAA Federal Contractor","/Overview/Working-at-DECISIVE-ANALYTICS-Corporation-EI_IE39616.11,41.htm"
Senior Data Engineer,Guild Education,4.5,"Denver, CO",$89K-$111K ,"$104,533","As a Senior Data Engineer at Guild, you'll work across teams to help us build the next generation of data products. You'll work with world class data engineers to design and build the scalable, robust, and high-quality data infrastructure and data pipelines needed to support growth of our education network and SaaS platform. Ultimately, you'll help change the landscape for how we think about delivering education products to learners across the country by building a digital solution that connects students, employers, and universities to deliver education at an affordable price to students.

A day in our open, collaborative workspace might look like:

Designing, building, and expanding Guild's backend data infrastructure, including data pipelines, ETL, data ingestion, data APIs, and data warehouses
Building APIs that can be used internally or externally to serve crucial information across systems, partners, and teams
Translating complex business requirements into usable, scalable data models and systems
Mentoring other engineers and analysts on the team and sharing technical knowledge to enable others to be more effective at their jobs

In this role, you'll expand your expertise by:

Evolving our data products now and in the future by contributing to our backend data architecture
Working in an agile team environment with a high performing engineering team
Taking on a cross-functional role that will expose you to the ins and outs of Guild (working with our Product, Design, Client Success, and Student Services teams)
Receiving feedback through our learning-focused, twice annual Structured Growth Conversations

You'll know if you're successful by:

Choosing and leveraging the latest technologies in data engineering to automate data integration and loading, such as, Amazon Redshift, Redis, Java, Scala, Spark, Kafka, Python, S3 and PostgreSQL
Leveraging your experience to design solutions that will be the backbone of a highly scalable, reusable, backend data infrastructure
Ensuring our data is clean, accurate, and secure
Thriving in fast-paced and scaling environment

You'll join a team:

From diverse backgrounds – from traditional higher education, to athletic coaches, to politicians, to mental health professionals (and more!)
Of learners & problem-solvers dedicated to our dual mission of changing education in America while building a successful, high-growth company
Committed to building a diverse, equitable, and inclusive environment that you'd support every day

What you'll add to Guild – as an individual and part of the broader team:

Experience building data pipelines, custom ETL processes and data warehouses
Experience with one or more programming languages such as Java, Python, or Scala
Expertise in database technologies such as Redshift, PostgreSQL, Redis, and working with large sets of data
Experience deploying solutions to cloud technology services such as Amazon Web Services
Experience improving software products through engineering best practices such as refactoring, reusability, TDD and continuous integration
A proven ability to thrive in changing environments by having a fast, flexible, cooperative work style
Strong communication skills and the ability to effectively explain technical concepts to other engineers, analysts, product managers, and stakeholders.
Experience with BI tools such as Looker, Tableau, Kibana, Chart.io, etc.
Basic experience in statistical analysis, text processing, and machine learning
Passion for higher education and our mission – Guild is pioneering a new path for education as a benefit in a complicated and regulated space – success means quickly and effectively adapting your expertise
A drive to work hard and plan for how you can refresh/recharge while working in a startup
Something else? Wonderful, we're curious to learn more about you!

About Guild:

Guild is increasing economic mobility for working adults by partnering with the largest employers in the country to offer education as a benefit to their employees via our marketplace of nonprofit universities and education institutions. Guild's proprietary technology platform facilitates the administration of this innovative benefit and our team of coaches helps each employee navigate the path back to school, providing individualized support from day one through program completion.

We also just became the latest female-led company to hit a $1billion valuation and the only B-corp with those qualifications. Our Series D round was led by Ken Chenault, General Catalyst Partners chairman and former CEO of AMEX, and joined by Emerson Collective, LeadEdge Capital, and Iconiq.

Guild Education is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.","/Overview/Working-at-Guild-Education-EI_IE1315721.11,26.htm"
Federal Sales Engineer,SentinelOne,4.7,"Washington, DC",$105K-$132K ,"$105,000","About Us:

SentinelOne was formed by an elite team of cyber security and defense experts from IBM, Intel, Check Point, Cylance, McAfee, and Palo Alto Networks. SentinelOne is shaping the future of endpoint security through its unified, converged platform that automatically prevents, detects, and responds to threats in real-time. Our unique approach is based on deep inspection of all system processes combined with innovative machine learning to quickly isolate malicious behaviors, protecting devices against advanced, targeted threats in real time

What are we looking for?

As a Enterprise Solution Engineer you will deal with overall design of SentinelOne’s solution. Experienced security pre-sales engineer with expertise in the anti-malware space. We need a self-starter who excels in a high-paced, startup environment and thrives on pitching a revolutionary technology to C-level executives, forensic engineers and security practitioners. Must be proficient with going into depth with all the touch-points of our solution.This individual will play an instrumental role in accelerating our sales initiatives.

Further, the ideal candidate should also be able to function as a business, information, and infrastructure architect in a pinch, at a minimum.

What skills and knowledge should you bring?

3 to 5 years’ experience in cyber security, preferably endpoint cyber defenseAchieve mastery of all SentinelOne technologiesDemonstrable experience in objection handling and positioning against competitive technologiesDemonstrable experience speaking to both small and large audiencesUse concise written and oral communication skills to effectively lead business and technical presentations, demonstrations and conversations with both executives and technical audiencesMust have demonstrable experience successfully selling to the mid- to large customersProvide 1st-level technical support throughout the sales cycle. Initially, the candidate will support the customer through to implementation, however, in the near future this candidate will be predominantly a pre-sales engineer.Must have basic knowledge of hacking and exploitation tools and methodologies, detection evasion techniques, notable malware and anti-malware solutions and techniques.Drive the Evaluation/POC processTravel up to 50% possible.

Why us?

You will work on real-world problems and make an impact by protecting our customers from cyber threats. You will be joining a cutting-edge project and will be able to influence the architecture, design, and structure of our core platform. You will tackle extraordinary challenges and work with the very BEST in the industry.

Medical, Vision, Dental, 401(k), Commuter, and Dependent FSAUnlimited PTOPaid Company Assigned HolidaysPaid Sick TimeWeekly catered lunchGym membership reimbursementCell phone reimbursementNumerous company-sponsored events including regular happy hours and team building events

#LI-MM1
","/Overview/Working-at-SentinelOne-EI_IE1361978.11,22.htm"
Computer Vision PhD Engineer,Alaant Workforce Solutions,5.0,"Albany, NY",$68K-$112K ,"$87,318","We are actively recruiting for this role, with all interviews, hiring and new hire on-boarding being done virtually. The start date is immediate, with work to be performed remotely until bans for onsite work are lifted. 

Alaant is now recruiting for a Computer Vision PhD Engineer to support the work of a leading software research and development company. This company specializes in computer vision, data and analytics, scientific computing, medical computing, and software process. This company works with and develops solutions for Fortune 500 companies along with government and academic laboratories worldwide.

What you will do!

Use your advanced research knowledge of computer vision and machine learning to develop strong solutions for 3D reconstruction, object-based change and feature detection.
Collaborate directly with clients while being a part of various field testing and demonstrations.

Why this is a great job!

Work with computer vision, machine learning, content-based indexing, object detection and tracking
Ability to be part of various test sites
Have the opportunity for your work to be published
Collaborate with leaders in this space and with professionals nationally & worldwide
Ability to attend conferences and encouraged to have your research published

What you will bring!

PhD in Computer Science
Strong publication record in top-tier research publications
Innovative and strong track record for problem solving difficult technical challenges
Experience using imagery
Working collaboratively with various teams
Candidates need to include a detailed list of publications as part of their resume/CV

For more details on this role contact:

Megan Ermalowicz, Talent Acquisition Manager, 518-689-0710, Megan.Ermalowicz@alaant.com

This is an active role, with an immediate start date. All hiring and on boarding will be done virtually.

Due to government/contractual restrictions, only candidates that are US Persons (citizens, permanent residents, green card) will be considered.
","/Overview/Working-at-Alaant-Workforce-Solutions-EI_IE2285064.11,37.htm"
Staff Machine Learning Engineer - Home Timeline,Twitter,4.0,Remote,-1,-1,"
By applying for this role, you could choose to work in the following locations:

San Francisco

US - Remote US

SeattleTwitter's Consumer Product Teams are responsible for core features of twitter.com, which includes Timelines, Tweets, Search, Trends, Recommendations, Notifications, Tweet details/permalink, and more! Our code operates at massive scale and speed, serving billions of requests per day, connecting hundreds of millions of active Twitter users to real-time information about their lives and the world we live in.

Who We Are:

At Twitter, our mission is to instantly connect users to the information most meaningful to them. Realizing this involves work in areas such as machine learning, applied data science, recommendation systems, information retrieval systems, natural language processing, large graph analysis, spam, etc.

The team’s mission is to show users the content they care about. We build relevance and machine learning models and systems to power the core of the Twitter product. Every time users see new tweets we evaluate candidates from the nearly half a billion daily tweets to select, organize and deliver the best timeline. The recent products and technologies built by our team have shown consistent results in driving retention and are some of largest contributors of engagements on the platform.

What You'll Do:

Although you will work on cutting-edge problems, this position is not a research position. You will participate in the engineering life-cycle at Twitter, including designing distributed systems, writing production code, conducting code reviews and working alongside our infrastructure and reliability teams. You’ll apply data science, machine learning and/or graph analysis techniques to a variety of modeling and relevance problems involving users, their relationships, their tweets and their interests.

Who You Are:

You’re a relevance engineer, applied data scientist or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues. You’re experienced solving large scale relevance problems and comfortable doing incremental quality work while building brand new systems to enable future quality improvements.

Knowledgeable in one or more of the following: machine learning, information retrieval, recommendation systems, social network analysisDesigned and evaluated approaches for handling high-volume real-time data streams.A strong technical advocate with a background in Java, C++, or Scala, and Python.Comfortable conducting design and code reviews.Experienced in operating Linux-based systems.Knowledgeable of core CS concepts such as: common data structures and algorithms, profiling/optimization.Passionate about working with large unstructured and structured data sets ( for example multi-terabyte+, 100MM+ daily transaction volumes).Experienced in collaborating across multiple teams including analytics, product management, and operations.

Requirements:

B.S., M.S. or Ph.D. in Computer Science or equivalent degree and 6+ years of work experience.

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.
","/Overview/Working-at-Twitter-EI_IE100569.11,18.htm"
Additive Simulation Software Engineer (R&D Engineer),ANSYS,3.8,"Park City, UT",$45K-$93K ,"$70,662","Ansys is the global leader in engineering simulation, helping the world's most innovative companies deliver radically better products to their customers. By offering the best and broadest portfolio of engineering simulation software, Ansys helps companies solve the most complex design challenges and engineer products limited only by imagination.

 SUMMARY

The Research and Development Engineer will be part of a collaborative, multidisciplinary, agile team that is responsible for developing simulation software for Additive Manufacturing (AM), also known as 3D Printing. The software simulates strain and stress to predict distortion of parts created with different types of metal. It enables designers and AM machine operators to optimize placement of support structures thereby significantly reducing print cycles in addition to predicting the part's porosity and microstructure. The successful candidate will work with a small team of developers to rapidly design, integrate, and extend state-of-the-art user focused features.

 RESPONSIBILITIES

 Work in a small team environment to combine simulation components such as finite element solvers with pre and post processing modules to implement customer facing features  Develop, maintain, and improve object-oriented data structures, algorithms, and modules for various pre and post processing and data visualization tasks.  Enhance and extend the User Interface  Write unit and integration tests  Regularly perform pair programming but also be able to work alone  Work with experts in the field of AM simulation to collect feature requirements  Write code primarily in C# but sometimes in Go and Angular (typescript, html)

 MINIMUM QUALIFICATIONS

 Willingness to work in a small team setting incorporating pair programming and peer reviews  Bachelor's Degree in Computer Science or related engineering field  Experience with object-oriented software concepts in a mode rn language such as C#, C++, Java, Javascript , or Go.  Strong analytical skills, ability to learn quickly, and strong attention to detail 

 Good written and oral communication/presentation skills.  Willingness to adapt the development process while striving for constant improvement

 PREFERRED QUALIFICATIONS 
 Experience with Windows desktop development technologies using C#  Experience with unit testing  Experience with Git and/or Git flow 

 Familiarity with 3D computer graphics and computational geometry  Knowledge of agile software development practices  Experience with web development languages and frameworks such as JavaScript, Angular, React, Typescript, ASP.NET core, Bootstrap, Electron. js a plus  Experience with Go a plus  Experience with Linux a plus  Masters in computer science or engineering related field a plus

CULTURE AND VALUES

Culture and values are incredibly important to Ansys. They inform us of who we are, of how we act. Values aren't posters hanging on a wall or about trite or glib slogans. They aren't about rules and regulations. They can't just be handed down the organization. They are shared beliefs - guideposts that we all follow when we're facing a challenge or a decision. Our values tell us how we live our lives; how we approach our jobs. Our values are crucial for fostering a culture of winning for our company:


 Customer focus  Results and Accountability  Innovation  Transparency and Integrity  Mastery  Inclusiveness  Sense of urgency  Collaboration and Teamwork

WORKING AT ANSYS

At Ansys, you will find yourself among the sharpest minds and most visionary of leaders, collectively aiming to change the world with innovative technology and remarkable solutions. With the prestigious reputation in servicing well-known, world-class companies, standards at Ansys are high, met by those willing to rise to the occasion and meet those challenges head-on. Because at Ansys, it's about the learning, the discovery and the collaboration. It's about the ""what's next"" as much as the ""mission accomplished"". It's about the melding of disciplined intellect with strategic direction and results that have, can and will impact real people in real ways, forged within a working environment built on respect, autonomy and ethics.

At Ansys, you will find yourself among those eager to drive the world towards the next best thing with hands planted firmly on the wheel.

Our team is passionate about pushing the limits of world-class simulation technology so our customers can turn their design concepts into successful, innovative products faster and at lower cost. As a measure of our success in attaining these goals, Ansys has been recognized as one of the world's most innovative companies by prestigious publications such as Bloomberg Businessweek and FORTUNE magazines.

Ansys is an S&P 500 company and a component of the NASDAQ-100.

For more information, please visit us at www.ansys.com.

Ansys is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other protected characteristics.

Ansys does not accept unsolicited referrals for vacancies, and any unsolicited referral will become the property of Ansys. Upon hire, no fee will be owed to the agency, person, or entity.

#SP #LI

Nearest Major Market: Salt Lake City
","/Overview/Working-at-ANSYS-EI_IE6135.11,16.htm"
Principal Software Engineer,Spireon,3.7,"Irvine, CA",$127K-$145K ,"$139,322","This is Us:

We have a bold vision to connect 25 million vehicles by 2025.Our customers come first. We lead through innovation. We win as one. We act with integrity.We adhere to our brand promise – to make the complex simple, the future predictable, and our customers successful.

With nearly 4 million connected vehicles today, Spireon is an exciting player in the growing Connected Car and Internet of Things (IoT) technology categories. We help people and businesses track and protect their most important assets with vehicle intelligence solutions that gather Big Data and provide the critical insights with easy-to-use dashboards and apps.

This is You:

Spireon is looking for a “hands-on” Principal Software Engineer to help us design and build the next generation IoT platform and solutions. You will enable massive scale, self-managing cloud IoT applications that can be operated in the cloud, enable secure interconnection for millions of devices to and from the cloud, and develop distributed systems capable of scaling to millions of transactions per second at sub-second latencies.

You will be a technical leader with initiative, excellent problem solving, design, coding, and debugging skills to help us deliver large scale projects. This is an excellent opportunity to challenge yourself, grow your career and influence the next generation of distributed systems platform for Spireon.

Responsibilities:

Build scalable systems and services for running hundreds of millions of devices connected to IoT platform, integrating streaming analysis and machine learning at per second reporting rate.Build Applications on top of device telemetry and metadataBuild tools and capabilities to facilitate application lifecycle operations like: upgrades with no downtime, rollback, operational data collection, real-time monitoring, self-healing, and repairPropose technical approaches to implementing solutions within the scope of customer requirements.Work with other engineering leaders to ensure that designs meet both tactical and strategic technology needs.Help engineering, and cross-functional leaders drive change in the organization: process improvements, best practices, and leveraging metrics to ensure effectiveness.Lead by influence, and mentor other engineers.

Requirements:

Bachelors’ and preferably Masters’ Degree in Computer Science or equivalent industry experience7+ years of Software design and Development, Design Patterns, Object oriented design, layered architectures, distributed systems and Micro-services architecture including SaaS at scaleIn-depth understanding of API design and implementationExperience with cross-platform development: Java/SpringBoot, Javascript/Nodejs, Python3+ years’ experience with Cloud technologies (AWS preferably), Big data (Hadoop), data streaming (Spark, Flink, Kafka streams, storm, etc.)Understanding cloud native technologies such as Docker and Kubernetes, capable to cover full development lifecycle including CI/CDExperience with IoT technologies like GreenGrass, with systems experience from device to cloud Experience with Data stores such as MongoDB, Aurora, RDS, Containers, and Cloud-native technologies such as Docker, Kubernetes, Consul, etc.Domain driven design, experience designing and building technology used by developers

Rewards:

Voted 2018 IoT Vehicle Telematics Company of the YearWork with the Best and Brightest TalentStable, High Growth and Profitable CompanyComprehensive Benefits (Medical, Dental, Vision, 401K Plan)Flexible Schedule and Work Life BalanceWellness Programs, Plurasight, Spireon University for Learning and DevelopmentHappy Hours, Car Washes Onsite, Local Food Trucks, Fun Team Building EventsEmployee Discounts on Spireon Products and Services
","/Overview/Working-at-Spireon-EI_IE592015.11,18.htm"
Senior Software Engineer (Bioinformatics),PACT Pharma,3.5,"South San Francisco, CA",$104K-$206K ,"$162,247","PACT Pharma is an exciting, well-funded clinical-stage company developing personalized adoptive T cell therapies for the eradication of solid tumors. Our private designer T cells are created by analyzing a patient’s individual tumor and engineering T cells to kill that specific tumor. In principle, this technology can be used to treat any cancer type.

If you desire a stimulating fast-paced environment, working with intelligent people who are making an impact in cancer, you will want to join the PACT Pharma team. We are a rapidly expanding, innovative, and collaborative workforce working towards one main goal, eradicating cancer!

We are in the San Francisco bay area, the heart of the world’s premier biotechnology research hub. PACT Pharma offers a competitive compensation and benefits package, including participation in the aggressive growth of the company in the form of stock option grants.

We are about eradicating cancer, come join our team!

We are currently recruiting for Senior Software Engineer (Bioinformatics), reporting to Associate Director of Software Engineering to continue advancing PACT’s cutting edge engineered cell product. This will be a unique opportunity to see your ideas rapidly translate into the clinic and impact patient lives.

What will you do:

Great software engineering is vital to better understanding of biology and winning the war against cancer. At PACT Pharma, we are operating in high gear collecting biological and medical data that will transform our understanding of cancer and will let us develop better treatment against this disease. We need to build tools to store, process, visualize, explore, and analyze data, which can help us keep pace with the continuingly growing number of patients we treat. PACT Pharma is looking for an exceptional Senior Bioinformatics Software Engineer to join our software engineering group and be a part of the team making this transformation real.

In this role you will be responsible for tools and algorithms that help researchers with analysis of bulk genomics, transcriptomics, and proteomics data. You will work with computational biologists and software engineers to develop and improve the next generation of genomic data infrastructure. You will lead the development of scientific databases and scalable data processing systems. Your infrastructure and tools will help our computational and molecular research scientists build the next generation of products that will directly save lives. Join us!
Solve software engineering challenges encountered at the forefront of genomics, particularly those related to the scalable storage, distributed computational analysis and interactive visualization of large, multi-omics datasets.Design architecture, build, and deploy to production data-intensive applications aimed at analysis of large genomic data.Apply software engineering best practices to update and transition bioinformatics pipelines from research to production.Work on all aspects of software development in an agile environment including documentation, design, development, and testing of features and sub-systems.Integrate open source, commercial, and in-house implemented analytics tools with our Data Platform.Make data available and optimized for large scale analytics, including machine learningWork collaboratively in cross-functional groups, such as software engineering, biological sciences, data sciences, regulatory, and manufacturing.System/performance engineering (profiling process memory/cpu/io/network usage, system calls)Seek, give, and receive critical feedback in a constructive manner, including but not limited to code review

Qualifications:

BS or higher in bioinformatics, computer science or related field.6 to 8 years of experience developing algorithms and pipelines for computationally intensive distributed applications.Bioinformatics background knowledge (genomics, molecular biology) and skills (NGS analysis, tools, file-formats etc.).Expert knowledge of Python.Strong knowledge of SQL and relational databases like PostgreSQL/MySQL/Oracle.Experience deploying applications to the cloud with AWS, GCP or similar cloud services.Working knowledge of managing and deploying Docker containers and container orchestration systems.Demonstrated knowledge and experience using object-oriented programming and design patterns in production environments.

Nice to Haves:

Experience with developing software in a regulated environment.Experience with compiled languages like C/C++ or Java.Familiarity with R

PACT Pharma is proud to be an equal opportunity employer and strives to build a diverse and inclusive team. We do not discriminate on the basis of race, color, national origin, religion, gender, sexual orientation, age, marital status, veteran status, or disability status.","/Overview/Working-at-PACT-Pharma-EI_IE2227727.11,22.htm"
Sr Reliability & Maintainability Research Engineer,University of Dayton,4.4,"Dayton, OH",$78K-$134K ,"$103,306","ATTENTION: All interested applicants must apply online via the direct link to be considered: https://employment.udayton.edu/en-us/job/497973/sr-reliability-maintainability-research-engineerThis position will provide support on-site at the Government facility. The R&M Engineer will provide comprehensive, classical R&M engineering subject matter expert support to include R&M analysis, data analytics, program and home office engineering support, capturing standard processes, and implementing best practices. Additionally, the R&M Engineer will provide R&M engineering subject matter expert support in the areas of product support engineering and logistics engineering. The R&M engineering expert will apply both classical R&M, product support, and logistics engineering, provide training and teach R&M and support engineering techniques and methodologies to others, use and apply R&M and support engineering software for analysis, and develop software code for data analytics. The R&M engineer will provide the Air Force all necessary tools required to complete EZP R&M and Product Support Engineering mission. Duties will also include teaching, training, guiding, and supporting a broad experience-level R&M engineer workforce across AFLCMC, preparing training materials and delivering courses in areas of reliability engineering to small and large groups, providing R&M engineering technical support to AFLCMC Home and Program Office, and conducting large data analytical analyses.Minmum Qualifications:* Bachelor's Degree mechanical, electrical or another engineering discipline* Combined 8 years of engineering and R&M experience* Demonstrated knowledge of Air Force and/or aviation operation and maintenance data and respective environments that impact the performance of aerospace systems* Demonstrated knowledge of related engineering disciplines such as weapons systems avionics, flight controls, aircraft subsystems, software development, onboard computer systems, and life cycle cost models* Demonstrated knowledge of reliability theories, principles, practices, statistical methods, and techniques* Demonstrated knowledge of large data analytical analysis how it may be effectively employed* Due to the nature of this position, U.S. Citizenship is required.* Effective communication skills.Preferred Qualifications:* Masters Degree in an engineering discipline, statistics or equivalent* Combined 8+ years of engineering and R&M experience* Subject Matter Expertise in R&M Engineering in Design [RAM-C preparation; R&M contract language; Creation and verification of system R&M specification and requirements; R&M trades for balanced requirements solutions; R&M Program Plans; Reliability Availability and Maintainability (RAM) theory; Failure Modes, Effects, and Criticality Analysis (FMECA); Reliability Block Diagrams (RBD); Fault tree analysis (FTA); Reliability Allocation and Prediction generation/modeling; reliability electronic/mechanical component de-rating; Maintenance Task Analysis; perform reliability-centered maintenance (RCM)]* Subject Matter Expertise in R&M Testing [R&M test plans; Reliability Growth Planning and Tracking; Joint Reliability & Maintainability Evaluation Teams (JRMET); creation of failure definitions and scoring criteria; HALT/HASS testing; Maintainability Demonstrations (MDEMOs); Built-In-Test Demonstrations.]* Subject Matter Expertise in R&M Analysis [Performing maintenance data collection and analysis using REMIS or other AF data sources; Failure Reporting Analysis and Corrective Action (FRACAS) process; reliability verification plans; identification of reliability degraders; preventive maintenance analysis; Weibull analysis; data analytics; VBA coding in Excel; large data analysis in database tool suites.]All interested applicants must apply online via the direct link to be considered: https://employment.udayton.edu/en-us/job/497973/sr-reliability-maintainability-research-engineerInformed by its Catholic and Marianist mission, the University is committed to the principles of diversity, equity, and inclusion. Informed by this commitment, we seek to increase diversity, achieve equitable outcomes, and model inclusion across our campus community. As an Affirmative Action and Equal Opportunity Employer, we will not discriminate against minorities, women, protected veterans, individuals with disabilities, or on the basis of race, color, national origin, religion, sex, sexual orientation or gender identity.","/Overview/Working-at-University-of-Dayton-EI_IE25073.11,31.htm"
