title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Consultant,Intelex Technologies,3.0,"Denver, CO",-1,-1,"Position Overview

As part of the Enterprise Delivery Division of Customer Engagement, the Consultant is part of a team that is responsible for leading large clients through their entire Intelex software implementation.

Responsibilities and Deliverables

Project Accounting

Ensures the timely submission of time and expense reports.
Adheres to project scope, deadlines and schedules.

Training Delivery

Develops and delivers client-specific training programs during the project implementation.
Assists in the development of client-specific training material.

Analysis and Solution Definition

Facilitates requirements gathering sessions with clients in order to identify business objectives.
Develops detailed specifications and prototypes for client review and approval.
Conducts specifications and prototype review meetings to validate requirements.
Conducts design review meetings to ensure developed system meets all requirements.
Effectively adheres to the Intelex implementation methodology and enforces project standards.

Technical Recommendation and Testing

Serves as subject matter expert with respect to best practice implementation strategies.
Ensures optimal system functionality through design of reports, dashboards and homepages.
Supports System Integration and User Acceptance Testing.
Understands Intelex's product release and patch process, planning potential client impact accordingly.
Works with Application Support to facilitate the resolution of client technical problems.

Project Execution

Consistently delivers high-quality services to our clients.
Assists in the management of client expectations within the parameters of the agreement.
Identifies success story candidates for announcement to client community.
Travel to client locations within Canada, the United States and occasional international travel required. Expected travel – 30-40%.

Organizational Alignment

Reports to the Consulting Manager, Global Services

Qualifications

Skills and Work Traits

Required:

History of demonstrated success in driving and delivering strong organizational results
Logical problem-solving approach, ability to clearly communicate business problems and proposed solutions to the client.
Strong Interpersonal and communication skills, with the ability to present in a group setting.
Experience building internal and external relationships and mitigating past difficult personalities or situations.
Self-motivated to develop and maintain skill set and product knowledge.
Professional self-starter, able to work collaboratively with others.

Technical Competencies

Required:

Prior experience with configuring software
Experience working with application requirements
Prior experience working in an environment where time management and tracking was required.

Preferred:

Prior understanding of relational database management systems.
Experience working with application architecture.
Prior experience with MS Office.

Experience

1-3 years' + consulting experience in a client-facing, software delivery environment.

Preferred:

2 years' + consulting experience and a knowledge of Environmental, Health & Safety and/or Quality Management Systems, considered an asset
Experience in producing complex regulatory reports, including Air (GHGRP, State Emissions Inventories, Title V), Water (Permit Limits and DMR) and Waste (RCRA) is an asset
Knowledge of upstream and midstream Oil and Gas industry, including federal and state regulations, is an asset.

Education

Completed post-secondary education in a related field or equivalent years of relevant work experience

Other Requirements

Please note that this role requires a satisfactory Criminal Background Check and Public Safety Verification

Company Overview

With more than 1000 clients and one million users, Intelex Technologies ULC is a global leader in Environmental, Health, Safety (EHS) and Quality management software. Since 1992 its scalable, web-based platform and applications have helped clients across all industries improve business performance, mitigate organization-wide risk, and ensure sustained compliance with internationally accepted standards (e.g. ISO 9001, ISO 14001 and OHSAS 18001) and regulatory requirements. Intelex is one of Canada's most highly awarded and fastest-growing tech companies and has been named one of Canada's Most Admired Corporate Culture, Best Managed Companies in Canada, one of the fastest growing companies in PROFIT Magazine, as well as one of the country's top employers by Aon Hewitt and Best Small and Medium Employers. For more information, visit www.intelex.com","/Overview/Working-at-Intelex-Technologies-EI_IE345066.11,31.htm"
Leasing Consultant - 55 West Fifth I&II,Equity Residential,4.2,"San Mateo, CA",$13-$20 ,-1,"Our Leasing Consultants are the heart of our community, bringing people and apartment homes together. They are multitalented, personable individuals with sales expertise and a passion for building relationships. Leasing Consultants walk side by side with customers, developing rapport and inspiring trust as residents make our community their home.

As a Leasing Consultant, you will work closely with one of our top property management teams to provide exceptional service to residents. Each day will be unique, requiring an ability to prioritize, multitask, think creatively, take initiative, and employ a diverse set of skills. You will listen carefully to discover prospective residents’ needs, confidently recommend solutions and overcome concerns, and earn commitment by guiding new residents through the leasing process. Leasing Consultants bring positive energy to each conversation, resolve any apartment issues quickly and effectively, and make everyone feel welcome and appreciated.

WHO YOU ARE

A Strong Communicator. Your writing and speaking skills are clear and effective, helping you connect well with others.
A Team Player. You are united with teammates in delivering the best experience to current and prospective residents.
Organized. You are flexible and able to juggle appointments and personal interactions with teammates and residents smoothly.
Creative. You are an idea person and like coming up with smart solutions to new challenges.
Caring. You put yourself in others’ shoes and strive for positive outcomes.
Motivated. You invest extra energy to reach your goals.
Solution-Oriented. You follow through on commitments, letting residents know that they matter.

WHAT YOU’LL DO

Connect with prospective residents through phone calls, appointments, and follow-up communications.
Show off our community by walking the property with prospective residents and delivering a persuasive sales pitch about the benefits of living in an Equity Residential apartment home.
Manage the leasing process by guiding new residents through each step, completing and verifying all lease applications and sharing results with applicants.
Keep accurate records of prospective and current residents, as well as rent and inventory.
Handle transactions like accepting rent and deposits and inspecting move-ins and move-outs.
Collaborate with talented teammates to identify and solve any apartment issues that arise.
Plan fun activities that help build a strong sense of belonging among residents.

REQUIREMENTS

Demonstrated proficiency in working with computers including word processing, calendar management, software/database, and social media
Excellent communication, interpersonal, and organizational skills
High school diploma or equivalent
Available to work a flexible schedule, including weekends

PREFERRED EXPERIENCE

College degree or coursework
Prior experience in leasing, sales, or hospitality
","/Overview/Working-at-Equity-Residential-EI_IE3635.11,29.htm"
Senior Consultant-eDiscovery (Relativity),FTI Consulting,3.7,"Washington, DC",$50K-$88K ,-1,"About the Role

This job may involve working in areas such as Investigations, Information Governance and Electronic Discovery (eDiscovery) related to the collection of computer and digital data, digital forensics, cyber investigations, data management, privacy and security, document review consulting, and engagement project management as part of a rotational program that provides exposure to all parts of the business.

This is an ideal opportunity for someone who:

 Learns well on the fly - while we do have training materials and sessions, most learning occurs on the job from your colleagues as you contribute to a project.
 Communicates well - is excellent at boiling down complex concepts to explain them simply via verbal and written communication.
 Is technically minded - all our work requires thinking in a logical, organized way about processes and sets of data.
 Works flexibly with a variety of team members - we work on a variety of projects at the same time, each of which can be staffed differently and with different client demands
 Is eager and excited to learn - a positive, open-minded attitude will ensure quality work and bodes well for long-term career development.
 Works hard - while innovation is part of future success, everyone has common tasks that are part of the overall workflow and on which attention to detail and high-quality client service are crucial.
 Enjoys solving the impossible - we often receive requests that require us to consider difficult questions and develop new processes.
 Able to travel when requested. Certain times may require up to 50% travel.

What You'll Do
 Document Review Consulting, Ringtail and/or Relativity - Execute tasks to support corporate or law firm clients as assigned by senior team members
 Document Review Project Management - Case management, task assignment/execution, financial management and project data tracking
 Electronic Discovery - Data collection and extraction
 Digital Forensics - Data analysis, reporting and remediation
 Information Governance, Privacy and Security Consulting

How You'll Grow

The Senior Consultant, eDiscovery will have the opportunity to gain a wide range of experiences and skills across the full spectrum of service lines FTI Consulting Technology offers. The Senior Consultant will have access to working with senior leadership, learning from the best in the industry. The person in this role will have the opportunity to work on challenging projects and think outside the box.

Qualifications & Experience
 Bachelor of Science or Bachelor of Arts college degree required (a technical discipline is sometimes an advantage)
 3 years experience with eDiscovery, Ringtail or Relativity

Preferred Skills
 Strong proficiency with Windows and related software, such as Microsoft Excel.
 Familiarity with Microsoft Access and SharePoint is a plus
 Moderate knowledge of technology, computers and computer networking
 Excellent communication and client interface skills (verbal and written)
 Outstanding client service in demanding, deadline-driven situations
 Ability to work independently in fast-paced, multi-task environment
 Ability to think clearly under pressure
 Strong logical reasoning skills
 Familiarity with computer forensic tools or techniques a definite plus, but not required. (i.e. Encase, Forensic Tool Kit, MacQuisition, Kali Linux, Cellebrite, etc.)
 Familiarity with enterprise data sources a plus

Our Benefits

Apart from the well-structured career path and excellent team environment, our employees enjoy a variety of perks and benefits. Our benefits include, but are not limited to:


 Competitive salary and bonus plans  Generous paid holidays, time off and parental leave  Full package of benefits plans  Company matched 401K  Annual paid volunteer hours  Corporate matching for charitable donations  Potential for flexible working arrangements  Free snacks and drinks  Upscale offices close to public transportation  Pet insurance

About FTI Consulting

What makes us unique? With more than 5,000 employees located in offices in every corner of the globe, we are the firm our clients call when their most important issues are at stake. Regardless of what level you are, you will have the opportunity to work alongside and learn from top experts in your field on high-profile engagements that impact history. Our culture is collaborative, and we value diversity, recognition, development and making a difference in our communities.

FTI Consulting is publicly traded on the New York Stock Exchange and has been recognized as a Best Firm to Work For by Consulting magazine and one of America's Best Management Consulting Firms by Forbes . For more information, visit www.fticonsulting.com and connect with us on Twitter ( @FTIConsulting ), Facebook and LinkedIn .

FTI Consulting is an equal opportunity employer and does not discriminate on the basis of race, color, national origin, ancestry, citizenship status, protected veteran status, religion, physical or mental disability, marital status, sex, sexual orientation, gender identity or expression, age, or any other basis protected by law, ordinance, or regulation.

#LI-AG1","/Overview/Working-at-FTI-Consulting-EI_IE6069.11,25.htm"
Solutions Leader / Solutions Consultant,C3.ai,4.7,"Redwood City, CA",-1,-1,"C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai

Solutions Leaders work at the leading edge of our business, driving cross-functional efforts to apply the C3.ai Solutions to complex predictive and prescriptive problems in new domains and for new customers. Solutions Leaders identify and quantify high-impact business opportunities, scope them to tractable problems, and drive the delivery of configured solutions and compelling business value.

Recent examples of successful engagements include predictive maintenance on capital equipment, supply chain optimization, manufacturing yield optimization, chronic disease prevention, customer spend prediction, and equipment lifetime optimization. These are impactful projects with high levels of internal and external visibility.

Your Responsibilities:

Collaborate with business & IT leaders and subject matter experts at Fortune 500 customers to identify and frame compelling use cases for the C3.ai offering.
Lead high-performing C3.ai teams including data scientists, solutions engineers, application engineers, and product managers in the delivery of production-ready configurations.
Work as a trusted partner with C3.ai Sales to define and execute winning account strategies.
Convert firsthand customer and market experience into impactful input to our product direction and strategy.
Regular travel (25+%) to customer sites is required.

Requirements:

Qualified candidates will combine an advanced business or technical degree with management consulting experience and have a record of successful delivery of complex, multi-faceted projects. Specific requirements are:


Bachelor of Science in Computer Science, Engineering, Statistics, or similar field and Master of Science or Business Administration degrees.
4+ years of work experience, including 2+ in management consulting, with experience in machine learning, big data analytics, data science and cloud computing.
Deep business knowledge of at least one target industry, ideally high tech, energy, telecom, financial services, life science, or manufacturing.
Driven, goal-oriented and proven record of delivery.
Ability to learn quickly with excellent analytical problem-solving skills.
Excellent verbal and written communication and presentation skills, and experience in delivering effective presentations to senior executives.
Ability to lead projects and work collaboratively across diverse teams.

C3.ai provides a competitive compensation package and excellent benefits including:


Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.

C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.","/Overview/Working-at-C3-ai-EI_IE312703.11,16.htm"
"Consultant, Property Tax Complex (Engineering Background)","Ryan, LLC",4.6,"Austin, TX",$34K-$61K ,-1,"The Property Tax Consultant (“Consultant”) works with a team to identify tax savings opportunities for clients and to gain an understanding of how the client computes each component of property tax. This includes researching issues, reconciling databases, and completing detailed calculations. The taxing authority verifies the issues, and the Consultant assists the team with this process. The Consultant is responsible for creating positive team member experiences, which lead to excellent client service and drive revenue and profit for the Firm.

The ideal candidate will have analytical and problem-solving skills, coupled with strong people skills. The successful candidate will be effective in researching issues, reconciling databases, and completing detailed calculations. Successful Ryan team members embrace and live Ryan’s values of Pursue Excellence, Wired to Win, Generosity Matters, Build Trust and Integrity Always and will embody and demonstrate accountability.The Property Tax Consultant (“Consultant”) works with a team to identify tax savings opportunities for clients and to gain an understanding of how the client computes each component of property tax. This includes researching issues, reconciling databases, and completing detailed calculations. The taxing authority verifies the issues, and the Consultant assists the team with this process. The Consultant is responsible for creating positive team member experiences, which lead to excellent client service and drive revenue and profit for the Firm.

The ideal candidate will have analytical and problem-solving skills, coupled with strong people skills. The successful candidate will be effective in researching issues, reconciling databases, and completing detailed calculations. Successful Ryan team members embrace and live Ryan’s values of Pursue Excellence, Wired to Win, Generosity Matters, Build Trust and Integrity Always and will embody and demonstrate accountability.

Duties and responsibilities, as they align to Ryan’s Key Results

People:

Create a positive team member experience.

Client:

Responds to client inquiries and requests from tax authorities.

Value:

Works effectively with clients and taxing authorities on a national basis.Attends client meetings and property inspections.Reviews client property tax records.Applies software knowledge to efficiently work with client data.Researches tax issues.Prepares and reviews property reports and renditions.Analyzes assessment notices and determines potential assessment reductions.Files appeals.Determines liability for development projects.Works with tax incentive issues for clients.Interacts frequently with members of a team.Communicates effectively through written and verbal channels.Performs other duties as assigned.

Education and Experience:

Bachelor’s degree in Accounting, Finance, Business Administration, Engineering, Economics, Real Estate, Business Management, Public Administration, MIS/Entrepreneurship, International Business or other degree with MBA, MST or JD.Minimum 12 hours in Accounting, Economics, Real Estate or Finance (GPA of 3.0 or higher).Strong academic credentials (minimum Overall 2.8+ GPA).Relevant work experience preferred (e.g. internships, summer positions, school jobs).

or

Bachelors degree and up to 3 years of engineering, finance or valuation experience.Desire to perform in a high-energy team environment.Demonstrated leadership, problem solving, and strong verbal and written communication skills.Ability to prioritize tasks, work on multiple assignments, and manage ambiguity.Ability to work both independently and as part of a team with professionals at all levels.

Computer Skills:

To perform this job successfully, an individual must have intermediate knowledge of Microsoft® Word, Access, Excel, PowerPoint, Outlook, and Internet navigation and research.

Certificates and Licenses:

Valid driver’s license required.

Supervisory Responsibilities:

This position has no supervisory responsibilities.

Work Environment:

Standard indoor working environment.Occasional long periods of sitting or standing while working.Position requires regular interaction with employees and clients both in person and via e-mail and telephone.Independent travel requirement: 20%.

Equal Opportunity Employer: disability/veteran","/Overview/Working-at-Ryan-LLC-EI_IE26296.11,19.htm"
Client Relationship Manager / Image Consultant,Hair Club,4.0,"Fairview Beach, VA",-1,-1,"Your Role as a Client Relationship Manager at Hair Club:

You'll be Responsible for retaining the center's client base, meeting with clients face-to-face.

Making recommendations for the best benefits program based on the client's wants and needs.
 Contributing to the center's revenue and success
Provide the ultimate client experience (""UCE""), by building an honest and trustworthy relationship with each Hair Club client.

What You'll Need:

3+ years of sales experience - experience selling an intangible a plus.
Solid communicator - can articulate key selling points
Persuasive selling techniques, ability to educate and encourage clients.
Confident, self-driven and motivated - proven track record as a top ranked performer.
Passionate and energetic about helping others, displaying genuine care and compassion
Honest, trustworthy and ethical - build and preserve strong client and team relationships
Works independently, can multi-task and be organized
Willing to continuously improve, possess an eagerness to learn new skills and techniques.
Strong active listening skills.
Bilingual (English/ Spanish) a plus.

Great Perks & Benefits:

Attractive work hours: Tuesday through Saturday, with Sundays and Mondays off. Salons are closed for most major holidays.

Receive the best benefits in the industry, including:

Paid time off (PTO)
Full, comprehensive benefits (medical insurance, dental insurance, life insurance and more)
A 401(k)-retirement savings plan with company match
Tuition reimbursement
Company-paid training
A wealth of opportunities for growth and advancement

Hair Club is an Equal Opportunity EmployerExperienceRequired


3+ years of sales experience - experience selling an intangible a plus.

BehaviorsPreferred


Detail Oriented: Capable of carrying out a given task with all details necessary to get the task done wellTeam Player: Works well as a member of a groupEnthusiastic: Shows intense and eager enjoyment and interest

MotivationsPreferred


Self-Starter: Inspired to perform without outside helpAbility to Make an Impact: Inspired to perform well by the ability to contribute to the success of a project or the organization
","/Overview/Working-at-Hair-Club-EI_IE254901.11,20.htm"
Solutions Consultant,Braze,4.3,"San Francisco, CA",-1,-1,"WHO WE ARE

Braze delivers customer experiences across email, mobile, SMS, and web. Customers, including Seamless, HBO, Disney, Urban Outfitters, and Venmo, use the Braze platform to facilitate real-time experiences between brands and consumers in a more authentic and human way. And we do it at scale – each month, tens of billions of messages are sent to a network of over 2 billion active users through Braze.

Need more proof? Braze was named a Leader in the Gartner Magic Quadrant for Mobile Marketing Platforms in 2019. The company has also been named on the Forbes Cloud 100, Inc. Magazine's 2019 Best Places to Work, and Crain's 2019 Best Places to Work in NYC lists.

WHAT WE'RE LOOKING FOR

Braze is looking to hire a pre-sales Solutions Consultant. Braze Solutions Consultants are trusted advisors to our prospective customers during the sales process, bringing extensive product expertise, strategic vision, and best practices to bear. We strive to lay strong foundations, beginning pre-sales, for long-term partnership between Braze and our customers.

This role is an opportunity to bring your skills as a Pre-Sales Engineer, Customer Success, or Account Management Professional along with high level of curiosity about all things tech, and expand your knowledge of Direct Marketing, Mobile Marketing Automation, API's and Analytics. This role will require occasional travel to client locations.

WHO YOU ARE

People say you're a great communicator! You have exemplary written and verbal communication skills coupled with unparalleled follow up skills. You leave people with the impression that you are really listening to them and understand their problem.
You're known for being a ""team player."" We just can't emphasize this enough.
High level of intellectual curiosity. You see opportunity and growth in learning more about what you do and how it impacts others.
You have experience selling into accounts with a sophisticated Pre-sales Consulting or Sales Engineering team.
You have domain knowledge of two or more of the following: SaaS, Mobile, APIs, Marketing Automation, Direct Marketing, Marketing Analytics or Programming (even just HTML).

WHAT WE OFFER

Competitive compensation that includes equity
Flexible time off policy to balance your work and life
Free daily lunch and fully stocked kitchen with snacks and beverages
Excellent medical, dental, and vision coverage for you and your dependents
Life insurance, commuter benefits, and parental leave plans
Collaborative, transparent, and fun loving office culture

This position is exempt under the provisions of the Fair Labor Standards Act.

If you are a California resident subject to the California Consumer Privacy Act, click here to understand how Braze processes your personal information and how you can exercise your rights.","/Overview/Working-at-Braze-EI_IE1879400.11,16.htm"
D365 BC & NAV Functional Consultant (with Rental experience),Sikich LLP,3.8,United States,-1,-1,"D365 BC FUNCTIONAL CONSULTANT (with rental experience) - REMOTE/VIRTUAL ROLE

Do you want to work for a rapidly growing, fast-paced global professional services firm with countless opportunities for progression?

At Sikich, we believe in empowering our employees.

Sikich LLP www.sikich.com is a global company specializing in technology enabled-professional services. With employees across the nation, Sikich draws on a diverse portfolio of technology solutions to deliver transformative digital strategies and ranks as one of the largest CPA firms in the United States. Our dynamic environment attracts top-notch employees who enjoy being at the cutting edge and seeing every day how their work makes a difference.

Watch this video to hear what people have to say about Sikich.

Sikich technology professionals are collaborative, engaged and excel when working directly with clients to implement business processes under their expertise. Our technology experts stay current on software application functional capabilities and product capabilities. These professionals are team-oriented and also feel comfortable leading an implementation, upgrade or support for clients.

Primary Job Responsibilities

Interact daily with clients and be involved in various short and long term client projects to implement, upgrade and support D365 BC & NAVProviding onsite and offsite consulting serviceServe as an Implementer on multiple ImplementationsExecute/Deliver Design Workshops & User Acceptance WorkshopsProactively identify, analyze, and respond to issues and risksCommunicate updates and status to managementFoster teamwork and maintain an inclusive environment for all team members

Requirements

BS/BA degree or equivalent industry experience2+ years experience in software Implementations2+ years experience with Microsoft Dynamics NAV (also D365 BC experience)Experience with ISV Products (Lanham, LS, Reports, etc.)Strong written and verbal communication, as well as interpersonal skillsExperience in rental industryExcellent customer service and problem-solving skillsDetail oriented, time management with ability to prioritize and align with leadership and client goalsTravel to client sites as needed

 Preferred Skills

Experience working in a consulting or professional services firmIndustry experience in manufacturing, distribution, retail, or the rental industries

Visit our Glassdoor profile to learn more

Sikich LLP is an Equal Opportunity Employer M/F/D/V","/Overview/Working-at-Sikich-LLP-EI_IE377341.11,21.htm"
"Solutions Consultant III, Digital Workplace",Valorem Reply,3.8,"Kansas City, MO",-1,-1,"The Digital Workplace Solutions Consultant III will be responsible for delivering enterprise-class modern intranet, content and collaboration solutions to Valorem Rely clients through SharePoint Online, Office 365 and the Microsoft collaboration platform. The Digital Workplace Solutions Consultant will work with our customers across all phases to meet and exceed the client’s requirements. General Description & ResponsibilitiesPlanning with customers on intranet, portal, site and collaboration requirements. Helping customers determine migration from on-premises to cloud requirements, capabilities and governance. Emphasizing cloud and Office 365 as the stated direction.Designing modern SharePoint Online architectures, environments, layouts (UI/UX) and content that meet the customer’s portal and collaboration requirements with an emphasis on meeting the customers’ overall business goals. Leveraging best practices that will sustain the client’s environment for the long term.Developing a range of sites and solutions using out-of-the-box functionality as well as custom SPFx-based development when necessary. Deploying intranet sites, content and collaboration solutions into production for customers on agreed-upon timelines to customer acceptance and satisfaction.Planning and delivering enterprise-class Microsoft Teams environments, including high-value use case-based architecture, 3rd party integrations, automation of team, channel and tab creation, governance and assisting with change management activities.Planning and delivery of PowerApp and PowerAutomate based applications and automation solutions.Demonstrate a mastery of SharePoint and Office 365 and the value proposition for enterprise customers.Own and grow opportunities by establishing deep relationships with the customer.Assist in writing and proofing Statements of Work (SOWs).Mentor and on-board junior and mid-level solutions consultants.Provide leadership in the enterprise community through social media, articles, speaking engagements, seminars and conferences.Develop solutions leveraging SharePoint and O365 out-of-the-box functionality as well as provide custom solutions (development where necessary).Build applications and business process automation solutions using Power Apps and Power Automate.Placement Criteria & RequirementsDemonstrated expertise with SharePoint and Office 365.Demonstrated experience in consulting and/or project management.BA/BS Degree, MBA preferredMicrosoft certification preferred","/Overview/Working-at-Valorem-Reply-EI_IE865244.11,24.htm"
Sales Consultant Hourly + commission 30+ hours,Kittle's Furniture,4.4,"Indianapolis, IN",-1,-1,,"/Overview/Working-at-Kittle-s-Furniture-EI_IE717176.11,29.htm"
Ruoff Consumer Direct Home Loan Consultant,Ruoff Mortgage Company Inc,4.6,"Fort Wayne, IN, US",-1,-1,,"/Overview/Working-at-Ruoff-Mortgage-Company-Inc-EI_IE1187166.11,37.htm"
"Presales, HCM Solution Consultant - Professional Services (PSA)",Workday,4.0,"Austin, TX",-1,-1,"Join our team and experience Workday!

It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

Job Description

First, we genuinely hope you are staying well during this unprecedented time.

If you’re an experienced Presales consultant, we are interested to make connections now, for our future growth.

Presales, HCM Solution Consultants with Human Capital Management and Professional Services Automation (PSA) expertise, to join our Professional and Business Services (PBS) industry vertical team.

This is your chance to leverage your deep Human Capital Management (HCM), complex Enterprise Software product knowledge, and thought-leadership expertise in Professional Services (for Professional Services Automation)- to present and demonstrate the value of next generation SaaS HCM Applications to Workday prospect customers. Through interactive pre-sales discovery meetings, Workday presales consultants provide discovery, core human capital expertise, Executive presentations, and Workday HCM product demonstrations, in partnership with our sales teams, to customers throughout the sales cycle.

Your experience and qualifications includes:

At least 6 years (or more) of expertise in interactive pre-sales discovery meetings, analysis of current operations and business needs; and development and presentation of cutting edge, cloud-based HCM solutions for Professional Services Automation (PSA) within the Professional and Business Services Industry. Depth of experience with Professional Service Automation tools, including Time Tracking, Expenses, Projects, Contracts, Project Costing, Project Billing, and Resource ManagementExpert knowledge of Enterprise (ERP) systems specifically HR, Payroll, Compensation, Benefits, Time Tracking, and HR Finance. Recruiting and Talent Management are a plus to have.Pre-sales / Sales Consulting experience with HCM enterprise business solutionsUnrivaled professional discovery, presentation, communication, and influencing skills to C-Level Executives, interfacing with and selling to the office of the CHRO and CFO specifically.Ability to manage multiple projects concurrently.Ability to demo virtually and travel ~60%.

For consideration for our next opening, please submit your profile to this posting.

At Workday, you will be in great company!

Learn more about Workday Human Capital Management:

Workday HCM Product Overview:

http://www.workday.com/applications/human_capital_management.php

Keywords: hris, hcm, human capital management, solution sales, solution consultant, wdaysales, wdaypresales, wdayhcm, Presales, pre-sales

#LI-KA2","/Overview/Working-at-Workday-EI_IE197851.11,18.htm"
"Sales Consultant - Clearwater, FL",US Auto Sales,2.8,"Clearwater, FL",-1,-1,"The Sales Consultant is responsible for providing high quality customer service and persuasive skills to sell vehicles to customer. Must be knowledgeable about automotive inventory to answer customer’s questions.Courteously greet customers that arrive at location and answer questions pertaining to available inventory.Obtain driver’s license and financial information to accurately complete application. Forward application to Store Manager to send to Underwriting for loan approval.Attentively listen to customer to determine the best vehicle to fit their desires and needs. Show vehicles that match customer’s budgets and wants.Accompany customers on test drives and provide information about the features of the vehicle.Seamlessly transition customer to Store Manager to close sale.Make daily calls to past customers, Internet leads, and referral agents to generate more business.Utilize multiple networking avenues such as social media, referral sources, past customers, mailers, etc. to increase sales.Perform other duties as assigned RequiredHigh School Diploma/GEDTwo years of Sales and /or customer service experienceComputer literacy to include Data EntryCurrent state Driver's LicensePreferredAutomotive sales and/or commission experience We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age or disability. We are committed to a drug-free workplace. All qualified applicants are subject to a drug screening prior to employment.","/Overview/Working-at-US-Auto-Sales-EI_IE760066.11,24.htm"
ECMO Production Support - Business Support Consultant 4,Wells Fargo,3.6,"Chandler, AZ",$52K-$92K ,-1,"Job DescriptionImportant Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume when submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as Personal Cell or Cellular in the contact information of your application.

At Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

The Enterprise Customer Excellence Group (ECEG) brings together customer-focused functions from across the enterprise to provide a holistic approach to critical points of interaction with Wells Fargo customers. The group, which includes the Enterprise Complaints Management Office, the Customer Remediation Center of Excellence and Net Promoter System, is responsible for understanding the causes of issues that affect customers, and providing solutions that ensure customers needs are understood and supported. The group is also accountable for ensuring regulators expectations are met and that team members have the tools and training necessary for success.

The Enterprise Complaints Management Office is actively searching for qualified candidates to join an exciting new ECMO Production Support team. This position, ECMO Production Support Consultant will be on a team responsible for ECMO production health and will report to the ECMO Production Support Manager on the ECMO Change Delivery team.

The ECMO Production Support Team is responsible for the end-to-end management of all production issues. As a consultant on this exciting new team, you would be responsible for completing the daily production support activities. Specifically, these roles would focus assisting new users as ECMP rolls out that have issues on ECMP, Portal, Compass, telephony, or procedure tools or other support tools for ECMO. Resources will review issues, work to resolve the issues by assisting the user or escalate as necessary. Create production reporting, monitor issues, trends, work with management and communication to share issue awareness.Required Qualifications

8+ years of experience in one or a combination of the following: administrative support, project management, implementation, business operations or strategic planning demonstrated through work or military experience

Desired Qualifications

Leadership skills including; coaching, training, and mentoringExcellent verbal, written, and interpersonal communication skillsAbility to exercise independent judgment and creative problem solving techniquesSolid critical thinking skillsKnowledge and understanding of analytical methods used to: develop interactive dashboards and scorecardsAbility to dissect technical problems, analyze data, and recommend potential solutions

Other Desired Qualifications

Self-directed, pro-active, self-starter Quick thinker that thrives in a collaborative team environment Talent for engaging partners in open dialogue and negotiation Experience working on teams across multiple locations while exhibiting proven skills in teaching, coaching and mentoring Displays business process and technology skills and experience associated with complex change initiatives Proven success using quantitative techniques to turn data into actionable imperatives Knowledge of organizational procedures, operations and applicable compliance rules and regulations Ability to interact with integrity and a high level of professionalism with all levels of team members

Job Expectations

Ability to travel up to 10% of the time

DisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.

Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.","/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm"
Interior Designer / Furniture Sales Consultant,Penny Mustard Furnishings,3.1,"Lincolnshire, IL, US",-1,-1,,"/Overview/Working-at-Penny-Mustard-Furnishings-EI_IE546219.11,36.htm"
