title,company_name,rating,location,estimate_salary_range,estimate_salary_point,job_description,company_link
Modern Web Developer/Application Systems Analyst 4,Wells Fargo,3.6,"Minneapolis, MN",$58K-$111K ,-1,"Job DescriptionImportant Note: During the application process, ensure your contact information (email and phone number) is up to date and upload your current resume prior to submitting your application for consideration. To participate in some selection activities you will need to respond to an invitation. The invitation can be sent by both email and text message. In order to receive text message invitations, your profile must include a mobile phone number designated as Personal Cell or Cellular in the contact information of your application.

At Wells Fargo, we want to satisfy our customers financial needs and help them succeed financially. Were looking for talented people who will put our customers at the center of everything we do. Join our diverse and inclusive team where youll feel valued and inspired to contribute your unique skills and experience.

Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Wells Fargo Wealth Management is a fast growing specialty business. Wealth and Investment Management (WIM) is one of the companys four main divisions The Wealth Management Technology Team (WMIT) engages in all aspects of design and development for the Wealth Management business. In addition, the team is responsible for much of the shared infrastructure and frameworks comprising the growing Signal Page App, Responsive Design, Google Materialize and Microservice and API Gateway integration. This Application Systems Engineer 4 position includes technical analysis, modern web and mobile UI/UX design, development, unit testing, and product quality assurance throughout the entire software development life cycle. WMIT routinely interfaces with the Operational Business units in the formulation of technical strategy and direction.

We are seeking a qualified candidate who acts in a strategic and development leadership role in the Modern Web and Mobile solution to meet both Enterprise Architecture and Technology standard. Candidate would act independently to recommend design and methods on new assignments taking in consideration the diverse integration points with multiple systems and domain services - decisions have a major day-to-day impact on area of responsibility. We are inviting for a team player, who is results oriented and a strong leader someone who is flexible and self-motivated.

Responsibilities include:

Acts as a senior hands-on developer to provide application design, development and coaching for junior developers, utilizing a thorough understanding of applicable new technology, pair and peer code check-ins, secured code review, technical document and maintenance of existing applications. Duties also include hands-on programming, application design and architecture decisions from a delivery standpoint, building mock-ups and demonstrating them to the business sponsors and others on the technology team. The candidate assures security and compliance requirements are met for supported area. The teammate oversees and assists maintenance and testing of the business continuity plan. Assisting technology managers for successful projects delivery based on dynamic and needs.Required Qualifications

5+ years of application development and implementation experience5+ years of application development and implementation experience3 + years of experience developing Single Page Architecture (SPA) web application using JavaScript, Angular or a combination of both5 + years of .Net and Java application development experience or a combination of both5 + years of experience with HTML, JavaScript, and CSS2+ years of experience developing and using RESTful Application Program Interface (API)4+ years of experience with source coding in one or a combination of the following: GitHub, SVN(Subversion), TFVC (Team Foundation Version Control) or TFSGit (Team Foundation Server)

Desired Qualifications

Excellent verbal, written, and interpersonal communication skillsAdvanced problem solving and technical troubleshooting capabilitiesKnowledge and understanding of banking: private or wealth management operationsAgile experienceExperience designing and developing learning for complex technology systems and processes including Agile development methodology environmentsAbility to interact with a diverse team

Other Desired Qualifications

3+ years of server-side web services integration 3+ years of creating and /or integrating with RESTful web services 3+ years of design and develop responsive web applications using Angular, Angular CLI or React 2+ years of LESS and/or SASS Ability to work collaboratively within a team oriented environment Hands on working experience with MVC framework Hands on working experience with TypeScript Experience using Git/Github/TGSGit, and/or TFS BS or MS degree in Computer or Information technology related degree Hands on working experience for a full stack of web application developing experience Hands on working experience with SDLC and Agile methodologies

Street AddressMN-Minneapolis: 550 South 4th St - Minneapolis, MN

NC-Charlotte: 1525 W Wt Harris Blvd - Charlotte, NCDisclaimerAll offers for employment with Wells Fargo are contingent upon the candidate having successfully completed a criminal background check. Wells Fargo will consider qualified candidates with criminal histories in a manner consistent with the requirements of applicable local, state and Federal law, including Section 19 of the Federal Deposit Insurance Act.

Relevant military experience is considered for veterans and transitioning service men and women.

Wells Fargo is an Affirmative Action and Equal Opportunity Employer, Minority/Female/Disabled/Veteran/Gender Identity/Sexual Orientation.","/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm"
Valuation Analyst (Appraiser),LendingHome,4.1,"Pittsburgh, PA",$29K-$62K ,-1,"LendingHome supports real estate investors by offering the opportunity to build successful businesses through a simplified loan process. Our competitive product, innovative technology, and experienced team are changing the way real estate investors receive funding for their fix-and-flip and rental properties, transforming the experience from end to end.

The Team

With our built-from-scratch technology that covers every stage of the loan process, LendingHome has opened access and simplified a way for real estate investors—both novice and experienced—to get financing, generate wealth, and build businesses. Since founded in 2013, we have funded over $5 billion dollars worth of loans across 23,000+ projects becoming the nation's largest hard money lender. Combining the best technology and the most knowledgeable people, LendingHome has raised $215MM in venture capital, has grown to a team of over 300, and has been featured on the Forbes Fintech 50 list for two years running. LendingHome is uniquely positioned to become the next great financial services brand powered by the most advanced mortgage platform in the world.

The Role

The Valuations team is instrumental in assessing the risk of our mortgage deals. Specifically, the team uses its expertise to order, assess and analyse the value of a subject property. It's a dynamic department that partners with Customer Experience, Underwriting and Capital Markets to deliver excellent borrower experience and provide support for investors. A qualified Real Estate Valuation Analyst provides analytical support in underwriting mortgage loan investments. Pivotal to the success of a valuation team member candidate is previous experience as a residential real estate appraiser as well as a strong aptitude in finance and economics. Needs to have a thorough understanding of real estate and capital markets vocabulary, good familiarity with analytic programs such as Excel, and an ability to communicate ideas and recommendations orally and in writing, as well as the ability to work independently as a member of a team.

Responsibilities

Perform initial intake steps with prospective borrower applications to evaluate whether collateral falls within LendingHome's parameters for lending
Researching subject property and comparables based on online sources including county records & MLS, and information provided by real estate professionals and borrowers researching and analyzing collateral as-is and as-repaired value based on variety of factors, including: collected data, replacement cost, borrower's rehab project, market comparisons, local and regional market and economics
Allocating value to land, improvements and evaluate plausible exit scenarios
Presenting verbal and written analysis, being able to defend it and make recommendations to customer experience, operations teams, and 3rd parties valuations providers
Analyzing data collected through 3d party valuations and interpreting which value is valid and pertinent to the valuation of a specific property
Rebutting 3rd party valuations
Responding to questions and concerns regarding property valuations
Providing analytical support and completing special projects for all functional areas within the real estate loan portfolio

Qualifications

Preferred Associate or Bachelor degree, or 3-5 years experience in sufficient, relevant real estate valuation work
Experience with as-repaired valuations
Real Estate Appraisal License (Trainee, Licensed, Certified, or Certified General level)
Good understanding of return on investment and return on repairs
5 years of experience valuing residential real estate in a multi-state lending environment
Proficiency with online research gathering subjects and comps information
Written and verbal communication skills; must be able to adapt well to a fast paced and constantly changing business environment;
PC proficient at the intermediate level; ability to work with new technology systems and paperless environment, demonstrated ability to work in a team-oriented environment and provide excellent customer experience
Familiarity with Google Suite (Gmail, Google Docs, Google Sheets)

LendingHome in the News

Forbes: The Future Of Real Estate: Fintech 50 2019
Pittsburgh Business Times: Voted a ""2019 Best Places to Work"" and won first runner-up in large company category
Mortgage Professional America: LendingHome surpasses $5 billion in loans in five years
Pittsburgh Business Times: San Francisco fintech aggressively expands, looks to hire in Pittsburgh
Curbed: How Wall Street, Silicon Valley Institutionalized Home Flipping

 Benefits and Perks

Career Growth: We foster an environment that encourages opportunities to use your voice, make an impact, and move towards your long-term goals.
Lunch & Snacks: Hungry? We have you covered! Enjoy catered lunches and Bagel Wednesdays—and don't forget to take your pick of healthy snacks and drinks daily from our fully stocked kitchen.
Work-life Balance: With our flexible time off policy, you can enjoy a well-rounded lifestyle while easily balancing work, travel, loved ones, and passions.
Family Matters: We know your role here might not be the only one you have. Enjoy your job as a parent and welcoming your new bundle of joy with our competitive parental leave policy.
Commuter Benefits: Travel from A to B without the stress. We help you save money on your commute to work with pre-tax deductions and a monthly stipend.
Product Ownership: We recognize your hand in making our business great. With offered equity, you can claim your stake in our growth.
Health Insurance: Your well-being is important to us. Our comprehensive medical, dental, and vision plans ensure that your mind and body are in good keeping.

If you'd like to see more about what LendingHome has to offer or explore additional opportunities, visit us at LendingHome.com/Careers.

LendingHome is an Equal Opportunity Employer
","/Overview/Working-at-LendingHome-EI_IE969385.11,22.htm"
Financial Analyst,Brookfield Global Integrated Solutions,3.8,"Dallas, TX",$59K-$94K ,-1,"BGIS is currently seeking a Financial Analyst to join the team as a member of our growing team in Dallas, TX.BGIS is a leading provider of integrated real estate management services, including facilities management, project management, energy & sustainability services, strategic workplace consulting, real estate services and capital planning. Its range of solutions, supported by efficient systems, processes and people, enables it to create and optimize places that work for its clients.The team is dedicated to inspiring better business performance and helping clients focus on their core businesses. With over 20 years of experience, we employ over 5,000 skilled professionals and manage in excess of 56 million square meters of property and infrastructure, and delivers services that drive sustainable cost reductions for its clients. As part of the widerBrookfield Asset Management Group, BGIS's clients benefit from the combined strength, expertise and leadership. When you join our team, whether as a seasoned professional or a recent graduate, you're joining an industry-leading company that makes a difference in our communities, drives innovation through best practices and technology, and takes pride in being one of Canada's Green 30 companies since 2010.Support* Supports client account management with financial and other reporting needs.* Supports monthly and quarterly client financial, business plan and reporting.* Perform monthly variance and outlook analyses.* Assists in preparation and supports multi-department and corporate annual budgeting and business plan process.* Prepare monthly client invoice and monthly financial reports* Assist in the development of organization finance policies, conduct special studies, and cooperate with various departments in the preparation of statistical studies.* Interface with department and senior management and business users to map out and document business reporting requirements.Analysis and Reporting* Solve problems of diverse scope where analysis of data requires evaluation of complex factors.* Build complex financial models, draft comprehensive budgets, and assist in deal analysis and negotiations.* Develop and generate clear and concise reports.* Participate in the development and implementation of new reporting tools and administer those tools going forward.* Assist in the design and development of enterprise wide and technology enabled business intelligence capabilities.* Process ad-hoc reporting requests.* Other duties as assigned.REQUIRED EDUCATION, KNOWLEDGE and ABILITIES* Five (5) years of experience in financial analysis and in data mining, data analysis and data modeling techniques required.* BA/BS degree in business, accounting, finance or related field or equivalent work experience required.* Proven leadership experience required.* Advanced knowledge of Microsoft Office Suite - Word, Excel, PowerPoint, Outlook and Visio required; working knowledge of SharePoint preferred.* Able to work well all levels of internal personnel and personalities and external customers required.* Strong analytical, conceptual, and problem-solving abilities required.* Knowledge of both quantitative and qualitative data collection, metrics & analysis required.* Strong knowledge in developing reports from scratch using Business Objects or Crystal Reports required.* Prior experience with SQL databases, IBM AS400 systems and DB2 databases preferred.* Prior Business Intelligence development and design preferred.Physical Demands and Work Environment* Ability and willingness to travel regionally.* Provide personal transportation for meetings and job visits away from the office; reimbursed.Our company culture includes a robust mix of sound business practices and employee initiatives that promote personal and professional development, work/life balance, health and wellness and community involvement.The Company is an equal opportunity employer. We believe every employee has the right to work in surroundings that are free from all forms of unlawful discrimination. We are committed to providing equal employment opportunity to all employees and applicants without regard to race, color, religion, gender, national origin, age, disability, ancestry, creed, marital status, sexual orientation, or Veteran or military status, genetic information or any other basis prohibited by local, state or federal law in the relevant jurisdiction. This policy applies to all terms and conditions of employment including, but not limited to employment, advancement, assignment, and training.BGIS is committed to strengthening our diversity through recruiting and retaining minority and women professionals from all backgrounds. Our commitment is consistent with our recognition that it is the outstanding people within BGIS who have always been the source of our strength. We recognize that promoting diversity is an integral component of our continuing quest for organizational excellence.This commitment to Equal Employment Opportunity is made equally as a social responsibility and as an economic and business necessity.Anyone with questions or concerns regarding Equal Employment Opportunity should contact their direct supervisor or the Human Resources Department without fear of retaliation of any kind.","/Overview/Working-at-Brookfield-Global-Integrated-Solutions-EI_IE1098670.11,49.htm"
Financial Analyst,Envestnet,3.8,"Berwyn, PA",$39K-$65K ,-1,"It's fun to work in a company where people truly BELIEVE in what they're doing!We're committed to bringing passion and customer focus to the business.Job Description Summary:Envestnet, Inc. (NYSE:ENV) is a leading independent provider of technology-enabled investment and practice management solutions to financial advisors who are independent, as well as those who are associated with small or mid-sized financial advisory firms and larger financial institutions. Envestnet's technology is focused on addressing financial advisors' front, middle, and back-office needs. Envestnet is headquartered in Chicago.Job Description:The Wealth Finance organization is looking for a financial analyst to join their team. This role will contribute towards Envestnet' mission by supporting and providing financial insights to the Wealth management team so they can deliver their strategy & financial objectives. Financial Planning & Analysis will be the main responsibilities of the position and thus we are looking for an individual with strong analytical, financial & business partnering skills.This individual provides analytical, reporting and decision support to the finance team and key members of senior management for the Wealth Solutions business unit. This critical role is responsible for supporting the company's monthly sales and financial reporting needs, as well as the forecasting and budgeting processes. This individual serves as a key resource for periodic management reporting and ad hoc business analysis. This role requires strong systems knowledge and data management capabilities, as well as excellent attention to detail.Duties and Responsibilities* Data management and analysis* Extracting and structuring operational and financial data to ensure data integrity and facilitate effective analysis and reporting* Building models to facilitate data compilation, analysis and decision-making* Analyzing data, identifying issues and opportunities, and proactively resolving problems encountered* Financial planning and analysis* Create and distribute the monthly sales report and associated operating metrics* Support the business unit's monthly financial reporting needs* Conduct in-depth variance analysis of the company's sales and financial performance on a monthly, quarterly and annual basis relative to plan, forecast and prior year* Provide analysis supporting monthly business review reporting package* Develop financial models to support forecasting and budgeting plan processes* Other duties as assignedRequirements* 3-7 years of relevant experience* Bachelor's Degree required, with an accounting or finance emphasis preferred* Knowledge of capital markets or investment management a plus* Strong attention to detail* Strong analytic modeling skills* Strong systems and data management skills* Expert knowledge of MS Excel or other database skills a plus* Familiarity with Tableau or other data visualization tools and techniques preferred* Ability to work independently and balance multiple projects/priorities* Strong work ethicEnvestnet offers the following exceptional benefits: competitive compensation, 401k, unlimited snacks, flexible hours/paid time off, and excellent health/dental/vision insurance. We treat our employees well and offer tremendous growth opportunities. Challenging work pushes our people to be creative in a casual environment that is caring, fun, and collaborative. We believe that when you have smart, happy people working together you can produce something special.Envestnet is an equal opportunity employer.If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!","/Overview/Working-at-Envestnet-EI_IE4983.11,20.htm"
Financial Analyst,AppleOne,3.3,"San Diego, CA",$40K-$65K ,-1,"This Financial Analyst Position Features:• Exciting Projects

• Great Benefits

• Central Location

• Great Pay to $90K

Challenging career position for financial analyst in growing, well-known Consumer Packaged Goods Manufacturing company. You will financial analysis, financial modeling and forecasting and enjoy exciting projects, great benefits and central location. Prefer individual who demonstrates detail-oriented, strong sense of urgency and take charge personality. Great compensation. Apply for this great position as a financial analyst today!","/Overview/Working-at-AppleOne-EI_IE12526.11,19.htm"
Senior Financial Analyst,TreeHouse Foods,2.5,"Womelsdorf, PA",$69K-$88K ,-1,"Employee Type:Full timeLocation:PA WomelsdorfJob Type:Finance Planning / AnalysisJob Posting Title:Senior Financial AnalystJob Description:

This role is responsible for a variety of financial duties surrounding the planning, forecasting, analysis and reporting functions within the Division. This includes periodic reporting of financial results, variance analysis versus plan and prior year, forecasts, the annual budget process, data consolidation and special projects. Partner with the category General Management team to provide financial guidance and analytics to support key decision making. Actively participate in key finance functional initiatives.

This role is expected to provide insightful analysis and decision support to the category leadership team on enhancement opportunities, new business proposals, rationalization of existing customers/products, pricing on bids, evaluation of future and past investments, approval of trade spend and other adhoc reporting.

Roles & Responsibilities:

Lead the annual Budget process for the category. Collaborate with Sales, Marketing and Supply Chain teams to develop, summarize and report out annual budgets. Lead the monthly reporting and financial forecast process for the category. Ensure timely and accurate financial visibility for the GM and other key stakeholders in the Division.Recommend pricing for new business, existing business bids. Ensuring clarity of financial performance of new business development projects and a key decision maker on “Go/No Go” of new business opportunities.Enhance current weekly and monthly analysis and report outs of key financial metrics. Ensure consistency of reporting and analysis across the categories within the division. Work in partnership with the plants in the category in pursuit of lower costs structures and cost savings opportunities and capital spends.Play a key role in portfolio and process simplification and identifying opportunities to improve efficiency.Actively participate in monthly S&OP process providing feedback on changes based on recent results, trends, bids, and other activity occurring with customers in the category.Lead other special projects and ad hoc reporting requests as required.

Skills, Experience and Education:

Education:

Bachelor’s Degree Required: Finance or Accounting or other related degree

Minimum Experience Preferred (Number of years and type):

Greater than two years of experience

Travel Requirements:

Some travel required to split time between Womelsdorf, PA and Lancaster, PA plant locations.

Disability Assistance

TreeHouse Foods is an Equal Employment Opportunity Employer and offers opportunities to all job seekers, including those with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to disability-accommodations@treehousefoods.com. In your email please include a description of the specific accommodation you are requesting and a description of the position for which you are applying.

EEO Considerations

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, disability or protected veteran status.","/Overview/Working-at-TreeHouse-Foods-EI_IE38979.11,26.htm"
Senior Financial Analyst - Supply Chain,Boxy Charm,3.3,"Pembroke Pines, FL",$54K-$85K ,-1,"Boxy Charm was founded in 2013 and continues to be a leader in the beauty subscription box industry experiencing immense growth of more than 100% year over year. We work with some of the hottest brands including Butter London, Dr. Brandt, Elemis, GlamGlow, Smashbox, Tarte, Too Faced and many more.

Today, Boxy Charm has a community of more than 2.4 million followers across its social media platforms, 10 million monthly visitors online and is the #1 searched beauty box brand on YouTube. Inc magazine named it as one of the fastest growing companies in the nation. Boxy Charm is headquartered in South Florida and has an office in Toronto, Canada

The Sr. Financial Analyst will support the Director, FP&A and act as a business partner to Boxy Charm's supply chain organization. In this highly visible role, you will provide all the financial performance data, analytics and forecasting as well as recommendations to help drive business performance.

The ideal candidate will have 5+ years hands-on FP&A experience, with at least 1 year of supply chain and logistics experience. The candidate will be a self-starter and independent individual with a strong business acumen, financial modeling abilities, problem solving skills, a keen attention to detail, and the ability to work in a fast-past environment.

What You'll be Doing:



","/Overview/Working-at-Boxy-Charm-EI_IE1153030.11,21.htm"
Financial Analyst,Century Group (CA),4.5,"Buena Park, CA",-1,-1,"Responsible for the development and preparation of forecasts 



Perform research, evaluate and test forecasting software and models
Manage extensive KPI reporting and provide user-friendly access to data for management
Prepare monthly reporting analysis and weekly tracking
Assist internal teams and support leadership team on quantitative and qualitative data analysis and reporting methods
Help identify risks and opportunities in revenue

Requirements:

Proficient with the Microsoft Office Suite, including strong Excel skills
Strong analytical, problem-solving and organization skills
Excellent verbal, written and interpersonal communication skills
Able to communicate with professionals at all levels
Able to work independently and take initiative
Able to adapt to changing priorities
Able to work on multiple projects with accuracy and efficiency, while keeping to deadlines
Detail-oriented
A team player
Strong work ethic


Reference# 34182","/Overview/Working-at-Century-Group-CA-EI_IE974907.11,27.htm"
Financial Analyst,AGCO,3.8,"Hesston, KS",$42K-$65K ,-1,"Farmers’ Work Can’t Stop, So Neither Can Ours!

We’re Hiring to Help Feed the World

AGCO, a global leader in the design, manufacture and distribution of agricultural solutions, has an exciting career opportunity for a Sr. Financial Analyst – New Product to join our Product Cost team in Hesston, KS. The Sr. Financial Analyst – New Product will report to the Assistant Controller. The Sr. Financial Analyst - New Product will be responsible for developing, monitoring, and reporting product cost and project spending information for new products under development. In addition, the Financial Analyst - New Product will provide support for budgeting, forecasting, and financial reporting within the Engineering organization..

50%: (Finance/Accounting)

Maintain product cost and margin information in AMPIPCreate and monitor CER’s for product development projectsPrepare and present information for product Committee reviews Assist with elements of budgeting and forecasting processes and deliver timely reporting to drive forecast accuracySupport monthly reporting and business financial reviews including analyzing, understanding and discussing the key drivers of the financial results with the business

40%: Continuous Improvement & Collaboration

Collaborating with global finance and accounting teams, other accounting domains, peers to ensure the business’s financial information is accurate, complete and timelyBuild strong relationship with business partners to have honest conversation about AMPIP process, guidance, and financial insightsIdentify and implement best practice to drive process simplification and standardization

10%: Other Duties as Assigned

Build capability and business knowledge with shared service partners.Champion and lead change management activities for finance activities and processes

ESSENTIAL SKILLS

Basic Qualifications:

Bachelor’s degree in Business, Finance, or Accounting2+ years of experience in a financial planning and analysis (FP&A) or related role

Preferred Qualifications:

Proficiency in Excel and AccessPrior work with ERP systems such as SAP, Oracle & JDEKnowledge of Essbase functionalityManufacturing Accounting experience
","/Overview/Working-at-AGCO-EI_IE2161.11,15.htm"
Financial Advisor,Associated Bank,3.6,"Milwaukee, WI",-1,-1,"Associated Bank is an equal opportunity employer committed to creating a diverse workforce. We support a work environment where colleagues are respected and given the opportunity to perform to their fullest potential. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors. Applicants with a disability who need assistance applying for a position with Associated Bank are asked to email: colleaguecare@AssociatedBank.com or call: (800) 878-3282.

Job Summary

Under limited supervision, provide quality financial (primarily investment and insurance) products, services and advice to customers of Associated. Provide ongoing service to existing clients and build customer base via bank and non-bank resources. Ensure the sales process is based upon a holistic profiling/financial planning approach to ensure client satisfaction and attainment of maximum sales and referral opportunities.

May serve as member of a ""Professional/High Net Worth"" client sales team with an emphasis on investment and insurance products/services using a financial planning foundation for the relationship. Seek new relationships for Associated Bank and Associated Private Client and Institutional Services through pro-active business development activities. Provide comprehensive guidance and insight to Associated Investment Services sales team members, other colleagues as appropriate and clients. Provide ongoing service to existing clients while seeking opportunities to expand their financial relationship with us either directly or via team partner. Gain insight into the solutions delivered by other members of the sales team, and how they benefit the High Net Worth client.

As a valued colleague of Associated Bank you play a critical role in delivering an exceptional customer experience during every interaction. Expectations for this position require the ongoing focus on building solid and long lasting relationships by engaging all customers in a positive manner. Colleagues should provide customers a positive experience that includes undivided attention, straightforward and knowledgeable service and insure that the customer's best interests are our number one priority. Consistency around customer experience guidelines is key and expected from all of our colleagues. Our goal is to simplify the customer experience and deliver outstanding service to every customer, every time.

This position requires at minimum, a check of criminal background and credit records as a FINRA registered position.

Compliance Statement

Responsible for expanding and deepening customer relationships by identifying customers needs comprehensively and matching their needs with selections and resources within the colleagues assigned business line and across all business lines of Associated Bank.

As a valued colleague of Associated Bank you play a critical role in delivering an exceptional customer experience during every interaction. Expectations for this position require the ongoing focus on building solid and long lasting relationships by engaging all customers in a positive manner. Colleagues should provide customers a positive experience that includes undivided attention, straightforward and knowledgeable service and ensure that the customers best interests are our number one priority. Consistency around customer experience guidelines is key and expected from all of our colleagues. Our goal is to simplify the customer experience and deliver outstanding service to every customer, every time.

Operates in full compliance with internal policies and procedures as well as applicable regulations and laws, including but not limited to Bank Secrecy Act/Anti-Money Laundering requirements. Responsible to report any procedure or process that doesnt meet regulatory requirements including fraud, whether suspected or confirmed, to management. This reporting can be done directly to any member of management, including Human Resources or Corporate Security, or can be reported through Associateds anonymous Ethics Hotline.

Key Result Areas
Customer Service

Regulation and Compliance

Risk Management

Team Support

Sales

Other Educating Colleagues and Clients

Other Adherence to the Client Services Sales Model

Other Business development/Sales/ Practice Management/ Relationship Management

Job Accountabilities Using a holistic financial planning approach, assist clients and prospects by analyzing their financial needs and objectives, make appropriate recommendations, effect sales of investment and insurance products as appropriate for and requested by the client. As the foundation for the client profiling process, use financial planning principles utilizing MoneyGuide Pro.
Operate in full compliance with internal policies and procedures as well as applicable regulations and laws.
Achieve objectives related to advisory business, financial planning, insurance and other key metrics as determined by the line of business.
Nurture strong relationships with sales team members to which you are assigned. Gain insight into the solutions they (Private Banking, Personal Trust), deliver. Excel in team selling to incorporate the full suite of services that Private Client Services offers clients. Serve as ambassador for the team members and the business lines they represent.
Ensure that transaction documentation is completed and submitted on a timely basis. Resolve as quickly as possible any problems with the trade processing activities.
Foster positive relationships with colleagues of the assigned banking offices and/or departments and within Private Client and Institutional Services. May train, mentor and coach non-licensed bank associates.
Using a variety of industry resources, maintain comprehensive knowledge base related to the investment market/offerings, insurance strategies and solutions, economic trends/capital markets and the financial needs of the client segment served. Maintain expertise pertaining to the financial needs of High Net Worth clients.
Maintain expertise in the products offered through Private Client Services, Associated Investment Services and ABRC along with the primary bank and trust products/services.
Education
Bachelor's Degree Business, finance or related field of study, Required
Master's Degree Business Administration or Finance, Preferred

Experience

3-5 years Successful record of success in investment and insurance sales. Trailing production of $250,00-400,000 from an existing, significant book of business. Demonstrated advisory/fee based business development., Required
5-7 years Successful record of success in investment and insurance sales. Trailing production of $400,000 from an existing, significant book of business. Demonstrated financial planning skill set and advisory business development., Preferred

Skills

Mathematical ,

Microsoft Office ,

Operate Office Equipment ,

Verbal Communication ,

Written Communication ,

Other: Significant network in the local communities. ,

Other: Proven expertise in the managed account arena. ,

Other: Series 7, 65/66, comprehensive insurance licenses. ,

Other: Strong grasp of risk management solutions. ,

Licenses and Certifications

Series 7-Stockbroker Exam , Required

Other Series 63 / Series 66 or Series 65 , Required

Other Valid Drivers License , Required

CFP-Certified Financial Planner , Preferred

CFA-Charted Financial Analysis , Preferred

Life , Health and Variable Insurance License , Required

General Physical Condition

No unusual physical effort, strain, or discomfort","/Overview/Working-at-Associated-Bank-EI_IE1145.11,26.htm"
Financial Analyst,Nucleusteq,5.0,"Scottsdale, AZ",-1,-1,"Hi,

Title: Senior Financial Analyst

Location: Scottsdale, AZ




Responsibilities and Duties

Prepare timely, relevant and accurate reporting and analysis of GSB results against historical, budgeted and plan information to facilitate decision-making by Senior Management using the monthly operating analysisMonthly preparation of account reconciliationsControl point monitoringProviding a process aging report analysisAssist in development and maintenance of process performance metricsContract interpretation and analysis, journal entry processing,Assist management in the preparation of interim and annual audit requirementsBuild and maintain strong relationships with key business and finance partnersProvide scheduled deliverables in a timely manner and Ad-hoc reporting as requested

Qualifications and Skills

3-5 years related experiencePublic accounting experienceExcellent MS Excel and Access SkillsDemonstrated analytical and problem solving skillsExperience tailoring and summarizing information based on audience: Financial & Non-financial audience, Staff to Senior Management

Requirements:

Must be located in AZ, near the Kierland office in ScottsdaleShift 7-4pmNeed candidates that have 4-5 years in public accounting, reconciliation work and is familiar with Netsuite or OracleCandidates must have advanced excel skills

Required education: Bachelor's in Accounting","/Overview/Working-at-Nucleusteq-EI_IE2395931.11,21.htm"
Financial Advisor 403(b)/457 Retirement Professional,Voya Financial Advisors,3.4,"Savannah, GA",-1,-1,"Voya Financial Advisors®, Inc., a leading independent broker-dealer in the defined contribution & defined benefit business, is currently seeking a Financial Professional to join our team in the Savannah area to work plan sponsor relationships in the education market.

This position will be responsible for 403(b)/457 enrollment, retirement and investment strategies, and participant education and seminars. Qualified candidates must possess the skills necessary to prospect, schedule and conduct one on one appointments, recommend and implement investment strategies, and research client service issues and investment questions. Additionally, candidate must have ability to conduct retirement and investment seminars.

To be eligible for the Financial Professional role, candidates must possess the following qualifications:

Registered Representative with experience working defined contribution plans, 403(b), 457, and 401(a) preferred

Securities registrations – Series 6 and Series 63 (7 & 66 preferred)

Life & Health Insurance Licenses

Desire to assist clients meet their financial and retirement goals and simultaneously to put forth the efforts necessary to become a top producer in the Financial Services Industry

Qualified candidates are expected to have the following skills:

Strong understanding of the defined contribution marketplace (403(b), 457, and 401(a))

Knowledge of rules/regulations around contribution limits, loans, withdrawals, vesting, and plan documents

Territory management and business development

Relationship building

Fund knowledge and product/pricing knowledge

At Voya Financial Advisors®, we provide the tools and resources necessary that will help set you up for success – including:

Full access to the Voya brand

Access to existing client base

Wide array of financial products

Technology and systems to enable you to efficiently manage your clients’ financial information and plans

Turnkey marketing services

Transition assistance, if applicable

Competitive base salary + commissions

Securities and investment advisory services offered through Voya Financial Advisors, Inc. (member SIPC).

CN1197017_0522","/Overview/Working-at-Voya-Financial-Advisors-EI_IE816322.11,34.htm"
